Name	Set	ImageFile	Fuerza	Coste	Raza	Tipo	Frecuencia	Habilidad
Palma de Hierro	EspiritudeDragon	EDR-168-236-PalmadeHierro	--	2	--	Talisman	Real	Busca una carta en el Castillo oponente que no sea oro y destierrala.
Kage Gakure Jutsu	EspiritudeDragon	EDR-169-236-KageGakureJutsu	--	4	--	Talisman	Real	Busca dos cartas en el Castillo oponente y destierralas, luego roba una carta.
Banquete Chino	EspiritudeDragon	EDR-170-236-BanqueteChino	--	2	--	Talisman	Vasallo	Busca dos cartas de Oro en tu Cementerio y barajalas con tu Castillo.
Cha No Yu	EspiritudeDragon	EDR-171-236-ChaNoYu	--	4	--	Talisman	Vasallo	Devuelve un Oro a eleccion a la Mano de tu oponente.
Kyusho	EspiritudeDragon	EDR-172-236-Kyusho	--	3	--	Talisman	Vasallo	Mira la Mano de tu oponente y descarta una carta de su Mano que no sea un Oro.
Sake	EspiritudeDragon	EDR-173-236-Sake	--	0	--	Talisman	Vasallo	Puedes robar una carta extra al final del turno.
Nukewaza	EspiritudeDragon	EDR-174-236-Nukewaza	--	5	--	Talisman	Vasallo	Si en el turno anterior fuiste atacado, tu oponente bota de su Castillo tantas cartas como Aliados te hayan atacado.
Marca de Dragon	EspiritudeDragon	EDR-175-236-MarcadeDragon	--	4	--	Talisman	Vasallo	Si tienes en juego un Campeon busca un Arma en tu Castillo y ponla en tu Mano.
Zui Chuan Fa	EspiritudeDragon	EDR-176-236-ZuiChuanFa	--	4	--	Talisman	Vasallo	Si todos los Aliados atacantes no llevan Armas, no recibes dano en este turno.
Dispositivo Espinoso	EspiritudeDragon	EDR-177-236-DispositivoEspinoso	--	7	--	Talisman	Vasallo	Tu destruyes dos cartas de Oro a eleccion.
Vencer sin Luchar	EspiritudeDragon	EDR-178-236-VencersinLuchar	--	4	--	Talisman	Vasallo	Tu oponente debe elegir entre mandar un Aliado al Cementerio o un Oro que tenga en juego.
Tecnica de la Media Luna	EspiritudeDragon	EDR-179-236-TecnicadelaMediaLuna	--	4	--	Talisman	Vasallo	Destruye un Aliado oponente a tu eleccion.
Hombres de Madera	EspiritudeDragon	EDR-180-236-HombresdeMadera	--	0	--	Talisman	Vasallo	Un Aliado gana +1 de fuerza por este turno.
She Chuan Fa	EspiritudeDragon	EDR-181-236-SheChuanFa	--	3	--	Talisman	Vasallo	En respuesta a que un Aliado vaya al Cementerio, este es desterrado.
Entrenamiento en Pilares	EspiritudeDragon	EDR-182-236-EntrenamientoenPilares	--	0	--	Talisman	Vasallo	Roba dos cartas de tu Castillo y descarta dos cartas de tu Mano.
Duelo de Espadas	EspiritudeDragon	EDR-183-236-DuelodeEspadas	--	2	--	Talisman	Vasallo	Busca un Arma en tu Castillo y luego descarta dos cartas de tu Mano.
Kamasama No Jutsu	EspiritudeDragon	EDR-184-236-KamasamaNoJutsu	--	4	--	Talisman	Vasallo	Destruye una carta bajo tu control y tu oponente destruye una del mismo tipo.
Entrenar Multitudes	EspiritudeDragon	EDR-185-236-EntrenarMultitudes	--	2	--	Talisman	Vasallo	Si tu oponente no juega mas de tres cartas en el proximo turno, este bota una carta de su Castillo.
Makimono	EspiritudeDragon	EDR-186-236-Makimono	--	3	--	Talisman	Vasallo	En respuesta a que una carta copie habilidades o se convierta en otra, destruye esa carta.
Cometa	EspiritudeDragon	EDR-187-236-Cometa	--	2	--	Talisman	Vasallo	Si tu oponente tiene en juego tres cartas de Oro mas que tu, este elige uno de sus Oros y lo destruye.
Hou Chuan Fa	EspiritudeDragon	EDR-188-236-HouChuanFa	--	1	--	Talisman	Vasallo	Esta carta puede ser anulada si tu oponente paga 1 de Oro; si no es anulada mira la carta superior del castillo oponente.
Yuki Onna	EspiritudeDragon	EDR-189-236-YukiOnna	2	2	Criaturas	Aliado	Vasallo	Al entrar en juego puede destruir un Arma a tu eleccion.
Perla de Dragon	EspiritudeDragon	EDR-190-236-PerladeDragon	--	2	--	Talisman	Vasallo	Destruye un Totem a tu eleccion.
Chien	EspiritudeDragon	EDR-191-236-Chien	--	2	--	Totem	Vasallo	Durante tu fase de reagrupacion busca un Oro en tu Cementerio y barajalo con tu Castillo una vez por turno.
Kun	EspiritudeDragon	EDR-192-236-Kun	--	3	--	Totem	Vasallo	Descarta una carta de tu Mano y descarta una carta de tu oponente al azar una vez en tu turno.
Monte Kun Lun	EspiritudeDragon	EDR-193-236-MonteKunLun	--	3	--	Totem	Vasallo	Paga 1 de Oro una vez por turno y destruye un aliado imbloqueable a tu eleccion.
Pa Kua Tai Chi	EspiritudeDragon	EDR-194-236-PaKuaTaiChi	--	5	--	Totem	Real	Los jugadores no pueden robar cartas al finalizar su turno.
Kan	EspiritudeDragon	EDR-195-236-Kan	--	4	--	Totem	Real	Los Talismanes que descarten o boten cartas no pueden ser anulados por tu oponente.
Sun	EspiritudeDragon	EDR-196-236-Sun	--	4	--	Totem	Real	Una vez en tu turno, paga dos de Oro y busca una carta en tu Castillo y ponla en tu Mano. Despues tu oponente bota una carta de su Castillo.
Li	EspiritudeDragon	EDR-197-236-Li	--	4	--	Totem	Real	Paga tres de Oro y destruye todas las cartas en juego.
Ken	EspiritudeDragon	EDR-198-236-Ken	--	3	--	Totem	Cortesano	Cada vez que tu oponente se descarte por algun efecto, este se descarta de una carta mas.
Tui	EspiritudeDragon	EDR-199-236-Tui	--	3	--	Totem	Cortesano	Los Oros oponentes pierden todas sus habilidades de texto.
Chen	EspiritudeDragon	EDR-200-236-Chen	--	5	--	Totem	Cortesano	Tu oponente al final de cada fase de reagrupacion bota de su Castillo dos cartas.
Pala de Monje	EspiritudeDragon	EDR-201-236-PaladeMonje	--	3	--	Arma	Cortesano	Cuando juegues esta Arma busca dos Armas en tu Castillo o Cementerio y ponlas en tu Mano.
Kabuto	EspiritudeDragon	EDR-202-236-Kabuto	--	3	--	Arma	Cortesano	Descarta dos cartas de tu Mano para que este Aliado gane +5 a la fuerza solo por el turno.
Yoroi	EspiritudeDragon	EDR-203-236-Yoroi	--	3	--	Arma	Cortesano	Su portador gana +2 de fuerza. Descarta esta Arma en batalla mitologica para que los Aliados oponentes vuelvan a la linea de defensa en respuesta a un ataque.
Sai	EspiritudeDragon	EDR-204-236-Sai	--	2	--	Arma	Cortesano	Puedes destruir esta Arma y tu oponente bota de su Castillo tantas cartas como fuerza tenga este Aliado.
Bo	EspiritudeDragon	EDR-205-236-Bo	--	3	--	Arma	Cortesano	Esta Arma cuando entra en juego y si su portador es asignado como atacante podras robar una carta de tu Castillo.
Fu Tao	EspiritudeDragon	EDR-206-236-FuTao	--	3	--	Arma	Cortesano	Su portador pierde 3 a la fuerza.
Espada Celestial	EspiritudeDragon	EDR-207-236-EspadaCelestial	--	2	--	Arma	Real	Su portador no puede ser bloqueado. Este Aliado no se considera imbloqueable para efectos en juego.
Kusari Gama	EspiritudeDragon	EDR-208-236-KusariGama	--	2	--	Arma	Real	Quien bloquee este Aliado pierde 5 a la fuerza.
Shuriken	EspiritudeDragon	EDR-209-236-Shuriken	--	2	--	Arma	Real	Su portador debe atacar todos los turnos o su controlador descarta tres cartas de su Castillo.
Escudo y Espada	EspiritudeDragon	EDR-210-236-EscudoyEspada	--	3	--	Arma	Real	Su portador gana +1 a la fuerza por cada Arma en juego. Destruye esta Arma antes de jugar un Talisman y este no podra ser anulado; su portador gana +2 a la fuerza permanentemente.
Katana	EspiritudeDragon	EDR-211-236-Katana	--	3	--	Arma	Real	Si su portador es un Campeon Samurai gana +5 a la fuerza; de no ser asi, su portador gana +2 a la fuerza. Puedes tener mas de 3 copias de esta carta.
Guan Dao	EspiritudeDragon	EDR-212-236-GuanDao	--	2	--	Arma	Real	Su portador gana +2 a la fuerza. Si este es Guan Yu, ademas una vez por turno pagando 2 de Oro busca una carta en tu Mazo Castillo y ponla en tu Mano.
Tetsu-Bishi	EspiritudeDragon	EDR-213-236-Tetsu-Bishi	--	2	--	Arma	Real	Su portador tiene fuerza cero.
Coraza China	EspiritudeDragon	EDR-214-236-CorazaChina	--	3	--	Arma	Cortesano	Este Aliado gana +2 a la fuerza si todos los Aliados que tienes en juego son de la misma raza.
Gao Jie Bien	EspiritudeDragon	EDR-215-236-GaoJieBien	--	2	--	Arma	Vasallo	Su portador es imbloqueable; al final del turno que ataque destruyelo.
Martillo Shaolin	EspiritudeDragon	EDR-216-236-MartilloShaolin	--	1	--	Arma	Vasallo	Su portador pierde 1 a la fuerza.
Nanigata	EspiritudeDragon	EDR-217-236-Nanigata	--	1	--	Arma	Vasallo	Su portador gana +1 a la fuerza.
Kunai	EspiritudeDragon	EDR-218-236-Kunai	--	2	--	Arma	Vasallo	Su portador gana +2 a la fuerza.
Shuko	EspiritudeDragon	EDR-219-236-Shuko	--	0	--	Arma	Vasallo	Su portador no puede cambiar de controlador.
Nunchaku	EspiritudeDragon	EDR-220-236-Nunchaku	--	2	--	Arma	Vasallo	Su portador, cuando bloquee gana +2 de fuerza.
Gran Muralla	EspiritudeDragon	EDR-221-236-GranMuralla	--	--	--	Oro	Oro	--
Monedas Imperiales	EspiritudeDragon	EDR-222-236-MonedasImperiales	--	--	--	Oro	Oro	--
Abaco	EspiritudeDragon	EDR-223-236-Abaco	--	--	--	Oro	Oro	--
Templo de la Armonia	EspiritudeDragon	EDR-224-236-TemplodelaArmonia	--	--	--	Oro	Oro	--
Calabaza del Inmortal	EspiritudeDragon	EDR-225-236-CalabazadelInmortal	--	--	--	Oro	Oro	--
Origami	EspiritudeDragon	EDR-226-236-Origami	--	--	--	Oro	Oro	--
Teatro Noh No	EspiritudeDragon	EDR-227-236-TeatroNohNo	--	--	--	Oro	Oro	--
Bonsai	EspiritudeDragon	EDR-228-236-Bonsai	--	--	--	Oro	Oro	--
Kiku	EspiritudeDragon	EDR-229-236-Kiku	--	--	--	Oro	Oro	--
Sakura	EspiritudeDragon	EDR-230-236-Sakura	--	--	--	Oro	Oro	--
Ching His	EspiritudeDragon	EDR-231-236-ChingHis	--	--	--	Oro	Oro	--
Templo Shaolin	EspiritudeDragon	EDR-232-236-TemploShaolin	--	--	--	Oro	Oro	--
Yasakani	EspiritudeDragon	EDR-233-236-Yasakani	--	--	--	Oro	Oro	--
Teatro Kabuki	EspiritudeDragon	EDR-234-236-TeatroKabuki	--	--	--	Oro	Oro	--
Sello Imperial de Jade	EspiritudeDragon	EDR-235-236-SelloImperialdeJade	--	--	--	Oro	Oro	--
Go	EspiritudeDragon	EDR-236-236-Go	--	--	--	Oro	Oro	--
Guardian	MisionSantiago	2001-01-Guardian	2	2	--	Aliado	Promo	Mientras esta carta este en juego tus cartas de Oro no pueden ser destruidas. Si este Guardian es destruido puedes buscar un Oro en tu Cementerio y ponerlo en juego.
Resplandor Dorado	MisionSantiago	2001-02-ResplandorDorado	--	0	--	Talisman	Promo	Otorga 2 Oros virtuales. Si la utilizas en torneos oficiales otorga 3 Oros virtuales.
Golpe Vampiro	MisionSantiago	2001-03-GolpeVampiro	--	3	--	Arma	Promo	El portador gana +2 a la fuerza. Si la utilizas en torneos oficiales gana +5 a la fuerza.
Totem de Guerra	MisionSantiago	2001-04-TotemdeGuerra	--	3	--	Totem	Promo	Mientras este Totem este en juego, los Oros no pueden ser destruidos.
Troll	ColeccionesRacialesPE	CRPE-10-72-Troll	2	3	Abominacion	Aliado	Especial	Cuando entra en juego, puedes descartar una carta de tu Mano para robar una carta de tu Mazo Castillo. Si descartaste una Abominacion, puedes robar otra carta de tu Mazo Castillo.
Lyngbakur	ColeccionesRacialesPE	CRPE-11-72-Lyngbakur	3	4	Abominacion	Aliado	Especial	Cuando entra en juego, puedes buscar una Abominacion de coste 3 o menos en tu Cementerio y ponerlo en tu Mano. Si juegas el Aliado buscado este turno, su coste de Oro se reduce en 1.
Fuerza Abominable	ColeccionesRacialesPE	CRPE-12-72-FuerzaAbominable	--	--	--	Oro	Especial	Cuando entra en juego, puedes mostrar una Abominacion de tu Mano para mirar las 3 primeras cartas de tu Mazo Castillo y ordenarlas. Puedes destruir este Oro para que un Aliado oponente pierda 1 a la fuerza hasta el final del turno.
Bjorn Ragnarsson	ColeccionesRacialesPE	CRPE-22-72-BjornRagnarsson	3	4	Barbaro	Aliado	Especial	Cuando entra en juego, busca un Barbaro de fuerza 2 o menos en tu Castillo y ponlo en juego sin pagar su coste.
Rollo	ColeccionesRacialesPE	CRPE-23-72-Rollo	3	3	Barbaro	Aliado	Especial	Cuando entra en juego, puedes buscar un Oro sin habilidad en tu Castillo y ponerlo en tu Mano.
Horda Barbara	ColeccionesRacialesPE	CRPE-24-72-HordaBarbara	--	--	--	Oro	Especial	Una vez por turno y si un Barbaro de coste 3 o mas entra en juego, puedes barajar un Barbaro de tu Cementerio en tu Mazo Castillo.
Curandero	ColeccionesRacialesPE	CRPE-34-72-Curandero	1	3	Chaman	Aliado	Especial	Cuando entra en juego, puedes barajar un Chaman o Totem de tu Cementerio para robar 1 carta por cada Totem que tengas en juego.
Yatiri	ColeccionesRacialesPE	CRPE-35-72-Yatiri	3	2	Chaman	Aliado	Especial	Cuando entra en juego, puedes descartar un Chaman de tu Mano para buscar un Totem en tu Mazo Castillo y ponerlo en tu Mano.
Culto Chaman	ColeccionesRacialesPE	CRPE-36-72-CultoChaman	--	--	--	Oro	Especial	Si esta en tu Reserva de Oros, puedes destruirlo y pagar 2 Oros para que tu oponente bote una carta por cada Totem que tengas en juego.
Vali	ColeccionesRacialesPE	CRPE-46-72-Vali	2	2	Dios	Aliado	Especial	Cuando entra en juego, puedes destruir un Dios que controles para robar una carta.
Dellingr	ColeccionesRacialesPE	CRPE-47-72-Dellingr	4	4	Dios	Aliado	Especial	Mientras Dellingr este en juego y una vez por turno, si un Dios que controles sale del juego, tu oponente debera barajar uno de sus Aliados en juego en su Mazo Castillo.
Concilio de Dioses	ColeccionesRacialesPE	CRPE-48-72-ConciliodeDioses	--	--	--	Oro	Especial	Si esta en tu Reserva de Oros, puedes barajarlo en tu Mazo Castillo y destruir un Dios que controles para barajar tantas cartas de tu Cementerio como la fuerza del Dios destruido.
Guevadan	ColeccionesRacialesPE	CRPE-51-72-Guevadan	3	4	Licantropo	Aliado	Especial	Cuando entra en juego, baraja tantas cartas de tu Cementerio en tu Mazo Castillo como Licantropos controles.
Gente Lunar	ColeccionesRacialesPE	CRPE-58-72-GenteLunar	2	2	Licantropo	Aliado	Especial	En tu Vigilia, puedes jugar a Gente Lunar desde tu Cementerio. Cuando entra en juego, no puedes descartar cartas de tu Mano hasta el final del turno.
Beerwolf	ColeccionesRacialesPE	CRPE-59-72-Beerwolf	4	5	Licantropo	Aliado	Especial	Cuando entra en juego, puedes barajar 2 Aliados oponentes en juego. Luego, descarta 2 cartas de tu Mano.
Manada Mortifera	ColeccionesRacialesPE	CRPE-60-72-ManadaMortifera	--	--	--	Oro	Especial	Cuando entra en juego, puedes mostrar un Licantropo de tu Mano para buscar un Licantropo en tu Mazo Castillo y onerlo en tu Mano.
Carmilla	ColeccionesRacialesPE	CRPE-70-72-Carmilla	3	2	Vampiro	Aliado	Especial	Puede atacar cuando entra en juego. No puede portar Armas de coste 2 o menos. Si hace daño al Castillo oponente, puedes barajar tantas cartas de tu Cementerio como dano haya hecho. Si lo haces, sube esta carta a tu Mano al final del turno.
Lord Ruthven	ColeccionesRacialesPE	CRPE-71-72-LordRuthven	3	3	Vampiro	Aliado	Especial	Puede atacar cuando entra en juego. Cuando ataca, puedes elegir un Aliado oponente para que lo bloquee.
Vampiros Amenazantes	ColeccionesRacialesPE	CRPE-72-72-VampirosAmenazantes	--	--	--	Oro	Especial	Si solo controlas Vampiros, puedes pagar este Oro para que tu oponente bote una carta de su Mazo Castillo. Si esa carta es Aliado, baraja un Vampiro de tu Cementerio en tu Mazo Castillo.
